Index,CorrectedValue
3314,3738.5860
3315,3739.5998
3316,3740.6134
3317,3741.6268
3318,3742.6400
3319,3743.6531
3320,3744.6661
3321,3745.6789
3322,3746.6915
3323,3747.7040
3324,3748.7163
3325,3749.7284
3326,3750.7404
3327,3751.7522
3328,3752.7639
3329,3753.7754
3330,3754.7867
3331,3755.7979
3332,3756.8090
3333,3757.8198
3334,3758.8305
3335,3759.8411
3336,3760.8514
3337,3761.8617
3338,3762.8717
3339,3763.8816
3340,3764.8913
3341,3765.9009
3342,3766.9103
3343,3767.9196
3344,3768.9287
3345,3769.9376
3346,3770.9464
3347,3771.9550
3348,3772.9634
3349,3773.9717
3350,3774.9798
3351,3775.9877
3352,3776.9955
3353,3778.0031
3354,3779.0106
3355,3780.0179
3356,3781.0250
3357,3782.0320
3358,3783.0388
3359,3784.0454
3360,3785.0519
3361,3786.0582
3362,3787.0644
3363,3788.0703
3364,3789.0762
3365,3790.0818
3366,3791.0873
3367,3792.0926
3368,3793.0978
3369,3794.1028
3370,3795.1076
3371,3796.1123
3372,3797.1168
3373,3798.1211
3374,3799.1253
3375,3800.1293
3376,3801.1331
3377,3802.1368
3378,3803.1403
3379,3804.1436
3380,3805.1468
3381,3806.1498
3382,3807.1526
3383,3808.1553
3384,3809.1578
3385,3810.1601
3386,3811.1623
3387,3812.1643
3388,3813.1662
3389,3814.1678
3390,3815.1693
3391,3816.1706
3392,3817.1718
3393,3818.1728
3394,3819.1736
3395,3820.1743
3396,3821.1748
3397,3822.1751
3398,3823.1753
3399,3824.1752
3400,3825.1751
3401,3826.1747
3402,3827.1742
3403,3828.1735
3404,3829.1726
3405,3830.1716
3406,3831.1704
3407,3832.1690
3408,3833.1675
3409,3834.1658
3410,3835.1639
3411,3836.1618
3412,3837.1596
3413,3838.1572
3414,3839.1547
3415,3840.1519
3416,3841.1490
3417,3842.1460
3418,3843.1427
3419,3844.1393
3420,3845.1357
3421,3846.1320
3422,3847.1280
3423,3848.1239
3424,3849.1197
3425,3850.1152
3426,3851.1106
3427,3852.1058
3428,3853.1008
3429,3854.0957
3430,3855.0904
3431,3856.0849
3432,3857.0793
3433,3858.0734
3434,3859.0674
3435,3860.0613
3436,3861.0549
3437,3862.0484
3438,3863.0417
3439,3864.0348
3440,3865.0278
3441,3866.0206
3442,3867.0132
3443,3868.0056
3444,3868.9979
3445,3869.9900
3446,3870.9819
3447,3871.9736
3448,3872.9652
3449,3873.9566
3450,3874.9478
3451,3875.9388
3452,3876.9297
3453,3877.9204
3454,3878.9109
3455,3879.9012
3456,3880.8914
3457,3881.8814
3458,3882.8712
3459,3883.8608
3460,3884.8503
3461,3885.8396
3462,3886.8287
3463,3887.8176
3464,3888.8064
3465,3889.7949
3466,3890.7833
3467,3891.7716
3468,3892.7596
3469,3893.7475
3470,3894.7351
3471,3895.7227
3472,3896.7100
3473,3897.6971
3474,3898.6841
3475,3899.6709
3476,3900.6575
3477,3901.6440
3478,3902.6302
3479,3903.6163
3480,3904.6022
3481,3905.5880
3482,3906.5735
3483,3907.5589
3484,3908.5441
3485,3909.5291
3486,3910.5139
3487,3911.4986
3488,3912.4830
3489,3913.4673
3490,3914.4514
3491,3915.4354
3492,3916.4191
3493,3917.4027
3494,3918.3861
3495,3919.3693
3496,3920.3523
3497,3921.3351
3498,3922.3178
3499,3923.3003
3500,3924.2826
3501,3925.2647
3502,3926.2467
3503,3927.2284
3504,3928.2100
3505,3929.1914
3506,3930.1726
3507,3931.1536
3508,3932.1345
3509,3933.1151
3510,3934.0956
3511,3935.0759
3512,3936.0561
3513,3937.0360
3514,3938.0157
3515,3938.9953
3516,3939.9747
3517,3940.9539
3518,3941.9329
3519,3942.9117
3520,3943.8904
3521,3944.8689
3522,3945.8471
3523,3946.8252
3524,3947.8032
3525,3948.7809
3526,3949.7584
3527,3950.7358
3528,3951.7130
3529,3952.6899
3530,3953.6668
3531,3954.6434
3532,3955.6198
3533,3956.5961
3534,3957.5721
3535,3958.5480
3536,3959.5237
3537,3960.4992
3538,3961.4745
3539,3962.4496
3540,3963.4246
3541,3964.3993
3542,3965.3739
3543,3966.3483
3544,3967.3225
3545,3968.2965
3546,3969.2703
3547,3970.2440
3548,3971.2174
3549,3972.1907
3550,3973.1638
3551,3974.1366
3552,3975.1093
3553,3976.0819
3554,3977.0542
3555,3978.0263
3556,3978.9983
3557,3979.9700
3558,3980.9416
3559,3981.9130
3560,3982.8842
3561,3983.8552
3562,3984.8260
3563,3985.7966
3564,3986.7670
3565,3987.7373
3566,3988.7073
3567,3989.6772
3568,3990.6469
3569,3991.6163
3570,3992.5856
3571,3993.5547
3572,3994.5237
3573,3995.4924
3574,3996.4609
3575,3997.4292
3576,3998.3974
3577,3999.3654
3578,4000.3331
3579,4001.3007
3580,4002.2681
3581,4003.2353
3582,4004.2023
3583,4005.1691
3584,4006.1357
3585,4007.1021
3586,4008.0683
3587,4009.0344
3588,4010.0002
3589,4010.9659
3590,4011.9313
3591,4012.8966
3592,4013.8617
3593,4014.8266
3594,4015.7913
3595,4016.7557
3596,4017.7200
3597,4018.6842
3598,4019.6481
3599,4020.6118
3600,4021.5753
3601,4022.5386
3602,4023.5018
3603,4024.4647
3604,4025.4275
3605,4026.3900
3606,4027.3524
3607,4028.3145
3608,4029.2765
3609,4030.2383
3610,4031.1998
3611,4032.1612
3612,4033.1224
3613,4034.0834
3614,4035.0442
3615,4036.0048
3616,4036.9652
3617,4037.9254
3618,4038.8854
3619,4039.8452
3620,4040.8048
3621,4041.7642
3622,4042.7234
3623,4043.6825
3624,4044.6413
3625,4045.5999
3626,4046.5583
3627,4047.5166
3628,4048.4746
3629,4049.4324
3630,4050.3901
3631,4051.3475
3632,4052.3047
3633,4053.2618
3634,4054.2186
3635,4055.1753
3636,4056.1317
3637,4057.0880
3638,4058.0440
3639,4058.9999
3640,4059.9555
3641,4060.9110
3642,4061.8662
3643,4062.8212
3644,4063.7761
3645,4064.7307
3646,4065.6852
3647,4066.6394
3648,4067.5935
3649,4068.5473
3650,4069.5010
3651,4070.4544
3652,4071.4077
3653,4072.3607
3654,4073.3136
3655,4074.2662
3656,4075.2186
3657,4076.1709
3658,4077.1229
3659,4078.0747
3660,4079.0264
3661,4079.9778
3662,4080.9290
3663,4081.8800
3664,4082.8309
3665,4083.7815
3666,4084.7319
3667,4085.6821
3668,4086.6321
3669,4087.5819
3670,4088.5315
3671,4089.4809
3672,4090.4301
3673,4091.3791
3674,4092.3279
3675,4093.2765
3676,4094.2248
3677,4095.0000
3678,4095.0000
3679,4095.0000
3680,4095.0000
3681,4095.0000
3682,4095.0000
3683,4095.0000
3684,4095.0000
3685,4095.0000
3686,4095.0000
3687,4095.0000
3688,4095.0000
3689,4095.0000
3690,4095.0000
3691,4095.0000
3692,4095.0000
3693,4095.0000
3694,4095.0000
3695,4095.0000
3696,4095.0000
3697,4095.0000
3698,4095.0000
3699,4095.0000
3700,4095.0000
3701,4095.0000
3702,4095.0000
3703,4095.0000
3704,4095.0000
3705,4095.0000
3706,4095.0000
3707,4095.0000
3708,4095.0000
3709,4095.0000
3710,4095.0000
3711,4095.0000
3712,4095.0000
3713,4095.0000
3714,4095.0000
3715,4095.0000
3716,4095.0000
3717,4095.0000
3718,4095.0000
3719,4095.0000
3720,4095.0000
3721,4095.0000
3722,4095.0000
3723,4095.0000
3724,4095.0000
3725,4095.0000
3726,4095.0000
3727,4095.0000
3728,4095.0000
3729,4095.0000
3730,4095.0000
3731,4095.0000
3732,4095.0000
3733,4095.0000
3734,4095.0000
3735,4095.0000
3736,4095.0000
3737,4095.0000
3738,4095.0000
3739,4095.0000
3740,4095.0000
3741,4095.0000
3742,4095.0000
3743,4095.0000
3744,4095.0000
3745,4095.0000
3746,4095.0000
3747,4095.0000
3748,4095.0000
3749,4095.0000
3750,4095.0000
3751,4095.0000
3752,4095.0000
3753,4095.0000
3754,4095.0000
3755,4095.0000
3756,4095.0000
3757,4095.0000
3758,4095.0000
3759,4095.0000
3760,4095.0000
3761,4095.0000
3762,4095.0000
3763,4095.0000
3764,4095.0000
3765,4095.0000
3766,4095.0000
3767,4095.0000
3768,4095.0000
3769,4095.0000
3770,4095.0000
3771,4095.0000
3772,4095.0000
3773,4095.0000
3774,4095.0000
3775,4095.0000
3776,4095.0000
3777,4095.0000
3778,4095.0000
3779,4095.0000
3780,4095.0000
3781,4095.0000
3782,4095.0000
3783,4095.0000
3784,4095.0000
3785,4095.0000
3786,4095.0000
3787,4095.0000
3788,4095.0000
3789,4095.0000
3790,4095.0000
3791,4095.0000
3792,4095.0000
3793,4095.0000
3794,4095.0000
3795,4095.0000
3796,4095.0000
3797,4095.0000
3798,4095.0000
3799,4095.0000
3800,4095.0000
3801,4095.0000
3802,4095.0000
3803,4095.0000
3804,4095.0000
3805,4095.0000
3806,4095.0000
3807,4095.0000
3808,4095.0000
3809,4095.0000
3810,4095.0000
3811,4095.0000
3812,4095.0000
3813,4095.0000
3814,4095.0000
3815,4095.0000
3816,4095.0000
3817,4095.0000
3818,4095.0000
3819,4095.0000
3820,4095.0000
3821,4095.0000
3822,4095.0000
3823,4095.0000
3824,4095.0000
3825,4095.0000
3826,4095.0000
3827,4095.0000
3828,4095.0000
3829,4095.0000
3830,4095.0000
3831,4095.0000
3832,4095.0000
3833,4095.0000
3834,4095.0000
3835,4095.0000
3836,4095.0000
3837,4095.0000
3838,4095.0000
3839,4095.0000
3840,4095.0000
3841,4095.0000
3842,4095.0000
3843,4095.0000
3844,4095.0000
3845,4095.0000
3846,4095.0000
3847,4095.0000
3848,4095.0000
3849,4095.0000
3850,4095.0000
3851,4095.0000
3852,4095.0000
3853,4095.0000
3854,4095.0000
3855,4095.0000
3856,4095.0000
3857,4095.0000
3858,4095.0000
3859,4095.0000
3860,4095.0000
3861,4095.0000
3862,4095.0000
3863,4095.0000
3864,4095.0000
3865,4095.0000
3866,4095.0000
3867,4095.0000
3868,4095.0000
3869,4095.0000
3870,4095.0000
3871,4095.0000
3872,4095.0000
3873,4095.0000
3874,4095.0000
3875,4095.0000
3876,4095.0000
3877,4095.0000
3878,4095.0000
3879,4095.0000
3880,4095.0000
3881,4095.0000
3882,4095.0000
3883,4095.0000
3884,4095.0000
3885,4095.0000
3886,4095.0000
3887,4095.0000
3888,4095.0000
3889,4095.0000
3890,4095.0000
3891,4095.0000
3892,4095.0000
3893,4095.0000
3894,4095.0000
3895,4095.0000
3896,4095.0000
3897,4095.0000
3898,4095.0000
3899,4095.0000
3900,4095.0000
3901,4095.0000
3902,4095.0000
3903,4095.0000
3904,4095.0000
3905,4095.0000
3906,4095.0000
3907,4095.0000
3908,4095.0000
3909,4095.0000
3910,4095.0000
3911,4095.0000
3912,4095.0000
3913,4095.0000
3914,4095.0000
3915,4095.0000
3916,4095.0000
3917,4095.0000
3918,4095.0000
3919,4095.0000
3920,4095.0000
3921,4095.0000
3922,4095.0000
3923,4095.0000
3924,4095.0000
3925,4095.0000
3926,4095.0000
3927,4095.0000
3928,4095.0000
3929,4095.0000
3930,4095.0000
3931,4095.0000
3932,4095.0000
3933,4095.0000
3934,4095.0000
3935,4095.0000
3936,4095.0000
3937,4095.0000
3938,4095.0000
3939,4095.0000
3940,4095.0000
3941,4095.0000
3942,4095.0000
3943,4095.0000
3944,4095.0000
3945,4095.0000
3946,4095.0000
3947,4095.0000
3948,4095.0000
3949,4095.0000
3950,4095.0000
3951,4095.0000
3952,4095.0000
3953,4095.0000
3954,4095.0000
3955,4095.0000
3956,4095.0000
3957,4095.0000
3958,4095.0000
3959,4095.0000
3960,4095.0000
3961,4095.0000
3962,4095.0000
3963,4095.0000
3964,4095.0000
3965,4095.0000
3966,4095.0000
3967,4095.0000
3968,4095.0000
3969,4095.0000
3970,4095.0000
3971,4095.0000
3972,4095.0000
3973,4095.0000
3974,4095.0000
3975,4095.0000
3976,4095.0000
3977,4095.0000
3978,4095.0000
3979,4095.0000
3980,4095.0000
3981,4095.0000
3982,4095.0000
3983,4095.0000
3984,4095.0000
3985,4095.0000
3986,4095.0000
3987,4095.0000
3988,4095.0000
3989,4095.0000
3990,4095.0000
3991,4095.0000
3992,4095.0000
3993,4095.0000
3994,4095.0000
3995,4095.0000
3996,4095.0000
3997,4095.0000
3998,4095.0000
3999,4095.0000
4000,4095.0000
4001,4095.0000
4002,4095.0000
4003,4095.0000
4004,4095.0000
4005,4095.0000
4006,4095.0000
4007,4095.0000
4008,4095.0000
4009,4095.0000
4010,4095.0000
4011,4095.0000
4012,4095.0000
4013,4095.0000
4014,4095.0000
4015,4095.0000
4016,4095.0000
4017,4095.0000
4018,4095.0000
4019,4095.0000
4020,4095.0000
4021,4095.0000
4022,4095.0000
4023,4095.0000
4024,4095.0000
4025,4095.0000
4026,4095.0000
4027,4095.0000
4028,4095.0000
4029,4095.0000
4030,4095.0000
4031,4095.0000
4032,4095.0000
4033,4095.0000
4034,4095.0000
4035,4095.0000
4036,4095.0000
4037,4095.0000
4038,4095.0000
4039,4095.0000
4040,4095.0000
4041,4095.0000
4042,4095.0000
4043,4095.0000
4044,4095.0000
4045,4095.0000
4046,4095.0000
4047,4095.0000
4048,4095.0000
4049,4095.0000
4050,4095.0000
4051,4095.0000
4052,4095.0000
4053,4095.0000
4054,4095.0000
4055,4095.0000
4056,4095.0000
4057,4095.0000
4058,4095.0000
4059,4095.0000
4060,4095.0000
4061,4095.0000
4062,4095.0000
4063,4095.0000
4064,4095.0000
4065,4095.0000
4066,4095.0000
4067,4095.0000
4068,4095.0000
4069,4095.0000
4070,4095.0000
4071,4095.0000
4072,4095.0000
4073,4095.0000
4074,4095.0000
4075,4095.0000
4076,4095.0000
4077,4095.0000
4078,4095.0000
4079,4095.0000
4080,4095.0000
4081,4095.0000
4082,4095.0000
4083,4095.0000
4084,4095.0000
4085,4095.0000
4086,4095.0000
4087,4095.0000
4088,4095.0000
4089,4095.0000
4090,4095.0000
4091,4095.0000
4092,4095.0000
4093,4095.0000
4094,4095.0000
4095,4095.0000
